Address	Length	Type	String
.rdata:105D1A10	0000000B	C	SkipOuttro
.rdata:105D1A1C	00000023	C	Player voted to skip outtro stats\n
.rdata:105D1A40	0000000F	C	localtextcolor
.rdata:105D1A50	0000000A	C	textcolor
.rdata:105D1A5C	0000000B	C	separation
.rdata:105D1A68	0000000B	C	scrolltime
.rdata:105D1A78	0000000C	C	scrolldelay
.rdata:105D1A84	0000000E	C	skippabletime
.rdata:105D1A94	00000015	C	backgroundfadeintime
.rdata:105D1AAC	0000000E	C	maxtitlealpha
.rdata:105D1ABC	00000011	C	titlefadeouttime
.rdata:105D1AD0	00000011	C	titlevisibletime
.rdata:105D1AE4	00000010	C	titlefadeintime
.rdata:105D1AF4	00000013	C	titlefadestarttime
.rdata:105D1B1C	0000000E	C	#L4D_Deceased
.rdata:105D1B34	0000000B	C	numplayers
.rdata:105D1B40	00000007	C	format
.rdata:105D1B48	00000012	C	outtro_stats_done
.rdata:105D1B60	0000000D	C	DefaultLarge
.rdata:105D1B70	00000011	C	m_hSkipLabelFont
.rdata:105D1B84	0000000E	C	SkipLabelFont
.rdata:105D1B94	0000000B	C	ButtonFont
.rdata:105D1BA0	00000011	C	OuttroStatsCrawl
.rdata:105D1BB4	00000012	C	m_hStatsCrawlFont
.rdata:105D1BC8	0000000F	C	StatsCrawlFont
.rdata:105D1BD8	0000001A	C	OuttroStatsCrawlUnderline
.rdata:105D1BF4	0000001B	C	m_hStatsCrawlUnderlineFont
.rdata:105D1C10	00000018	C	StatsCrawlUnderlineFont
.rdata:105D1C28	00000008	C	Credits
.rdata:105D1C30	00000014	C	m_hCreditsCrawlFont
.rdata:105D1C44	00000011	C	CreditsCrawlFont
.rdata:105D1C58	00000011	C	m_iVoteBoxInsetX
.rdata:105D1C6C	00000011	C	vote_bot_inset_x
.rdata:105D1C80	00000011	C	m_iVoteBoxInsetY
.rdata:105D1C94	00000011	C	vote_bot_inset_y
.rdata:105D1CA8	00000014	C	m_iSkipLegendInsetX
.rdata:105D1CBC	00000014	C	skip_legend_inset_x
.rdata:105D1CD0	00000014	C	m_iSkipLegendInsetY
.rdata:105D1CE4	00000014	C	skip_legend_inset_y
.rdata:105D211C	00000010	C	#L4D_InMemoryOf
.rdata:105D212C	00000019	C	#L4D_Scenario_Finale_Won
.rdata:105D2148	0000001F	C	#L4D360UI_FirstSurvivorOut_Fmt
.rdata:105D2168	00000019	C	L4D360UI_Loading_As_Zoey
.rdata:105D2184	0000001A	C	L4D360UI_Loading_As_Louis
.rdata:105D21A0	0000001C	C	L4D360UI_Loading_As_Francis
.rdata:105D21BC	00000019	C	L4D360UI_Loading_As_Bill
.rdata:105D21D8	0000001D	C	L4D360UI_Loading_As_Rochelle
.rdata:105D21F8	0000001A	C	L4D360UI_Loading_As_Ellis
.rdata:105D2214	0000001A	C	L4D360UI_Loading_As_Coach
.rdata:105D2230	00000019	C	L4D360UI_Loading_As_Nick
.rdata:105D224C	0000001D	C	#L4D360UI_Loading_As_Himself
.rdata:105D226C	0000001D	C	#L4D360UI_Loading_As_Herself
.rdata:105D228C	00000014	C	#L4D360UI_Survivors
.rdata:105D22A0	0000000A	C	statblock
.rdata:105D22AC	00000012	C	#L4D_Stat_Tagline
.rdata:105D22C0	00000009	C	statline
.rdata:105D22CC	0000000F	C	OuttroTemplate
.rdata:105D22DC	00000007	C	Params
.rdata:105D22E4	00000011	C	StatsCrawlScript
.rdata:105D22F8	0000000C	C	credits.txt
.rdata:105D2304	00000018	C	scripts/stats_crawl.txt
.rdata:105D231C	00000006	C	votes
.rdata:105D2324	0000000B	C	StatsCrawl
.rdata:105D2334	00000012	C	CHudSurvivalTimer
.rdata:105D2348	00000017	C	Survival.player_record
.rdata:105D2360	0000000F	C	Survival.medal
.rdata:105D2370	0000000A	C	GoalImage
.rdata:105D237C	00000006	C	Timer
.rdata:105D2384	00000011	C	TargetTransition
.rdata:105D2398	00000011	C	TargetTimeDigits
.rdata:105D23AC	00000012	C	CurrentTimeDigits
.rdata:105D23C0	00000025	C	Resource/UI/HUD/HudSurvivalTimer.res
.rdata:105D23E8	00000011	C	FlashCurrentTime
.rdata:105D241C	00000015	C	TargetTimeTransition
.rdata:105D244C	00000017	C	PrecacheSurvivalSounds
.rdata:105D2464	0000000F	C	versussurvival
.rdata:105D2474	00000017	C	icon_team_record_small
.rdata:105D248C	0000000C	C	Survival.%s
.rdata:105D2498	00000027	C	Missing survival target timer element\n
.rdata:105D24C0	00000013	C	NextGoalDescriptor
.rdata:105D24D4	00000024	C	#L4D360UI_VersusSurvival_TimeToBeat
.rdata:105D24F8	0000002A	C	#L4D_SurvivalTimer_Description_TeamRecord
.rdata:105D2524	00000022	C	#L4D_SurvivalTimer_DescriptionFmt
.rdata:105D2548	00000026	C	#L4D_SurvivalTimer_Description_Bronze
.rdata:105D2570	00000026	C	#L4D_SurvivalTimer_Description_Silver
.rdata:105D2598	00000024	C	#L4D_SurvivalTimer_Description_Gold
.rdata:105D25BC	0000001C	C	#L4D_SurvivalTimer_YourBest
.rdata:105D25D8	0000001C	C	#L4D_SurvivalTimer_TeamBest
.rdata:105D25F4	00000015	C	RecordTimeTransition
.rdata:105D260C	0000000E	C	versus_record
.rdata:105D261C	0000000C	C	team_record
.rdata:105D2628	0000000E	C	player_record
.rdata:105D2638	0000001B	C	m_nTargetTransitionXOffset
.rdata:105D2654	00000018	C	TargetTransitionXOffset
.rdata:105D266C	0000001B	C	m_nTargetTransitionYOffset
.rdata:105D2688	00000018	C	TargetTransitionYOffset
.rdata:105D2AA4	00000011	C	HudSurvivalTimer
.rdata:105D2AB8	0000001F	C	hud_survival_target_time_range
.rdata:105D2ADC	0000000A	C	CTargetID
.rdata:105D2AE8	0000000F	C	TargetIDNormal
.rdata:105D2AF8	0000000D	C	CPlayerLabel
.rdata:105D2B08	0000000E	C	TargetIDLabel
.rdata:105D2B18	00000009	C	TargetID
.rdata:105D2B24	0000000D	C	UseDowngrade
.rdata:105D2B34	0000000B	C	UseUpgrade
.rdata:105D2B40	0000000F	C	Hostage_yellow
.rdata:105D2B50	00000008	C	CT_Blue
.rdata:105D2B58	00000006	C	T_Red
.rdata:105D2B60	0000001D	C	Resource/UI/HUD/TargetID.res
.rdata:105D2B90	00000014	C	L4D_Scoreboard_Idle
.rdata:105D2BA4	00000017	C	TargetIDReviveProgress
.rdata:105D2BBC	00000008	C	 %0.0f 
.rdata:105D2BC4	00000007	C	OPAQUE
.rdata:105D2BCC	0000000E	C	MASK_NPCSOLID
.rdata:105D2BDC	00000016	C	TONGUE_TRAVELING_MASK
.rdata:105D2BF4	00000018	C	TONGUE_MAINTAINING_MASK
.rdata:105D2C0C	00000016	C	TONGUE_TARGETING_MASK
.rdata:105D2C24	00000013	C	MASK_SURVIVORSOLID
.rdata:105D2C48	00000010	C	m_normalFgColor
.rdata:105D2C58	0000000F	C	normal_fgcolor
.rdata:105D2C68	00000010	C	m_normalBgColor
.rdata:105D2C78	0000000F	C	normal_bgcolor
.rdata:105D2C88	00000013	C	m_downgradeFgColor
.rdata:105D2C9C	00000012	C	downgrade_fgcolor
.rdata:105D2CB0	00000013	C	m_downgradeBgColor
.rdata:105D2CC4	00000012	C	downgrade_bgcolor
.rdata:105D30DC	00000015	C	#L4D_TargetID_Player
.rdata:105D30F4	0000001C	C	#L4D_TargetID_Player_Health
.rdata:105D3514	0000000C	C	PlayerLabel
.rdata:105D3520	00000011	C	hud_showtargetid
.rdata:105D3534	00000019	C	hud_targetid_rangefinder
.rdata:105D3550	00000020	C	shows range for different masks
.rdata:105D3570	0000001E	C	hud_targetid_player_view_cone
.rdata:105D3598	00000038	C	View cone for survivors seeing names of other survivors
.rdata:105D35D0	0000001D	C	hud_targetid_pz_ss_view_cone
.rdata:105D35F8	00000039	C	View cone for seeing player names as a PZ in splitscreen
.rdata:105D3634	00000014	C	hud_targetid_health
.rdata:105D3648	00000013	C	hud_targetid_skill
.rdata:105D365C	00000016	C	hud_targetid_upgrades
.rdata:105D3674	00000019	C	hud_targetid_name_height
.rdata:105D3690	0000003C	C	Player names are this many inches over player eye positions
.rdata:105D36CC	00000020	C	hud_targetid_name_height_boomer
.rdata:105D36EC	0000001E	C	hud_targetid_name_height_tank
.rdata:105D370C	00000020	C	hud_targetid_name_height_smoker
.rdata:105D372C	00000020	C	hud_targetid_name_height_hunter
.rdata:105D3750	00000023	C	Resource/UI/HUD/TeamDisplayHud.res
.rdata:105D3774	0000001B	C	terror\\hud\\teamdisplay.cpp
.rdata:105D3790	0000002C	C	Resource/UI/HUD/TeamDisplayHud_Vertical.res
.rdata:105D37BC	00000014	C	right_survivor_only
.rdata:105D37D0	00000013	C	left_survivor_only
.rdata:105D37E4	0000000D	C	TeamPlayer%d
.rdata:105D3C00	0000001B	C	terror_reload_team_display
.rdata:105D3C1C	00000014	C	Reload team display
.rdata:105D3C30	00000015	C	terror_test_hud_glow
.rdata:105D3C48	0000000F	C	Tests hud glow
.rdata:105D3C58	00000013	C	hud/healthbar_bg_3
.rdata:105D3C6C	00000013	C	hud/healthbar_bg_2
.rdata:105D3C80	00000013	C	hud/healthbar_bg_1
.rdata:105D3C98	00000012	C	TeamDisplayPlayer
.rdata:105D3CAC	00000014	C	CTeammateVoicePanel
.rdata:105D3CC0	0000000B	C	voice_icon
.rdata:105D3CCC	00000022	C	resource/UI/HUD/TeammatePanel.res
.rdata:105D3CF0	00000028	C	resource/UI/HUD/TeammatePanel_Incap.res
.rdata:105D3D18	00000025	C	resource/UI/HUD/LocalPlayerPanel.res
.rdata:105D3D40	0000002B	C	resource/UI/HUD/LocalPlayerPanel_Incap.res
.rdata:105D40C0	00000006	C	Voice
.rdata:105D40C8	00000016	C	TeamDisplayVoicePanel
.rdata:105D40E0	00000014	C	IconForSlot_Grenade
.rdata:105D40F4	00000016	C	IconForSlot_First_Aid
.rdata:105D410C	00000012	C	IconForSlot_Pills
.rdata:105D4120	0000000D	C	s_panel_dead
.rdata:105D4148	0000000D	C	HealthNumber
.rdata:105D4158	0000000B	C	HealthIcon
.rdata:105D4164	0000000B	C	MediumGray
.rdata:105D4170	00000019	C	HealthBoundsWhenIncapped
.rdata:105D418C	0000000E	C	Incapacitated
.rdata:105D419C	0000000C	C	DuckingIcon
.rdata:105D41A8	00000007	C	Status
.rdata:105D41B0	00000015	C	#L4D_Scoreboard_Idle
.rdata:105D41C8	0000000F	C	Hint.BigReward
.rdata:105D41D8	0000001A	C	#L4D_Scoreboard_s_Loading
.rdata:105D4604	00000017	C	PlayerDisplayNameSmall
.rdata:105D461C	0000001C	C	teamwork_event_fade_in_time
.rdata:105D4638	0000001D	C	teamwork_event_fade_out_time
.rdata:105D4658	0000001C	C	teamwork_event_display_time
.rdata:105D4674	0000001C	C	teamwork_event_min_interval
.rdata:105D4690	0000000E	C	TeammatePanel
.rdata:105D46A0	00000011	C	LocalPlayerPanel
.rdata:105D46B8	0000001A	C	CHudTeamMateInPerilNotice
.rdata:105D4A78	00000012	C	player_ledge_grab
.rdata:105D4A8C	00000023	C	#L4D_teammate_is_in_peril_use_word
.rdata:105D4AB0	0000001E	C	#L4D_teammate_is_in_peril_use
.rdata:105D4AD0	0000000F	C	lblPerilButton
.rdata:105D4AE0	00000010	C	lblPerilMessage
.rdata:105D4AF0	0000001A	C	#L4D_teammate_is_in_peril
.rdata:105D4B0C	00000013	C	peril_notice_timer
.rdata:105D4B24	00000014	C	CHudTerrorCrosshair
.rdata:105D4EDC	00000012	C	PZ_crosshair_open
.rdata:105D4EF0	00000018	C	HUD/PZ_charge_crosshair
.rdata:105D4F08	0000000E	C	m_abilitySize
.rdata:105D4F18	0000000D	C	ability_size
.rdata:105D4F28	0000000C	C	255 0 0 255
.rdata:105D4F34	00000016	C	m_abilityShouldAttack
.rdata:105D4F4C	00000015	C	ability_attack_color
.rdata:105D4F64	0000000F	C	12 206 206 255
.rdata:105D4F74	00000021	C	m_abilityShouldAttack_ColorBlind
.rdata:105D4F98	00000020	C	ability_attack_color_colorblind
.rdata:105D4FB8	00000010	C	AbilityProgress
.rdata:105D4FCC	00000014	C	CTerrorSpectatorGUI
.rdata:105D4FE0	00000015	C	CTerrorViewportPanel
.rdata:105D54A0	00000006	C	death
.rdata:105D54A8	00000010	C	DeathPanelClose
.rdata:105D54B8	0000001D	C	#L4D_Scenario_Survivors_Dead
.rdata:105D54D8	00000027	C	#L4D_Instructor_notify_awaiting_rescue
.rdata:105D5500	00000023	C	#L4D_Scenario_Finale_Death_Message
.rdata:105D5524	0000000A	C	rescuemsg
.rdata:105D5530	0000000E	C	RescueMessage
.rdata:105D5540	00000010	C	SpectatorTarget
.rdata:105D5550	00000022	C	Resource/UI/SpectatorSurvivor.res
.rdata:105D5574	00000022	C	Resource/UI/SpectatorInfected.res
.rdata:105D5598	00000018	C	if_overlap_scavenge_can
.rdata:105D55B0	0000001A	C	if_overlap_scavenge_timer
.rdata:105D55CC	00000017	C	#L4D_pz_spawn_spawning
.rdata:105D55E4	0000001F	C	#L4D_pz_spawn_countdown_single
.rdata:105D5604	00000017	C	L4D_pz_spawn_countdown
.rdata:105D561C	00000016	C	L4D_pz_scrimmage_wait
.rdata:105D5634	0000001E	C	#L4D_pz_waiting_for_survivors
.rdata:105D5654	0000001A	C	#L4D_pz_survivors_escaped
.rdata:105D5670	00000014	C	#L4D_pz_finale_wave
.rdata:105D5684	00000015	C	#L4D_pz_finale_setup
.rdata:105D569C	0000001E	C	Spawning has been disabled...
.rdata:105D56BC	0000000E	C	InfectedState
.rdata:105D56CC	00000014	C	#L4D_pz_tank_battle
.rdata:105D56E0	0000000A	C	Countdown
.rdata:105D56EC	0000000A	C	Seconds_2
.rdata:105D56F8	0000000A	C	Seconds_1
.rdata:105D5704	0000000D	C	DeathMessage
.rdata:105D5714	0000000A	C	SkullIcon
.rdata:105D5B40	00000022	C	rounded_background_noborder_green
.rdata:105D5B64	0000001E	C	rounded_background_glow_green
.rdata:105D5B84	00000011	C	icon_equip_pills
.rdata:105D5B98	00000013	C	icon_equip_molotov
.rdata:105D5BAC	00000012	C	icon_equip_medkit
.rdata:105D5BC0	0000001D	C	icon_equip_flashlight_active
.rdata:105D5BE0	00000016	C	icon_equip_flashlight
.rdata:105D5BF8	0000000A	C	icon_dpad
.rdata:105D5C10	00000019	C	WeaponBackgroundInactive
.rdata:105D5C2C	00000017	C	WeaponBackgroundActive
.rdata:105D5C44	00000018	C	OpenWeaponSelectionMenu
.rdata:105D5C5C	00000019	C	CloseWeaponSelectionMenu
.rdata:105D5C78	00000018	C	PulsePickedUpWeaponSlot
.rdata:105D5C90	00000025	C	terror\\hud\\terrorweaponselection.cpp
.rdata:105D5CB8	00000014	C	HudSelectionNumbers
.rdata:105D5CCC	00000011	C	HudSelectionText
.rdata:105D5CE0	00000011	C	m_flLargeBoxWide
.rdata:105D5CF4	0000000D	C	LargeBoxWide
.rdata:105D5D04	00000011	C	m_flLargeBoxTall
.rdata:105D5D18	0000000D	C	LargeBoxTall
.rdata:105D5D28	00000011	C	m_flSmallBoxWide
.rdata:105D5D3C	0000000D	C	SmallBoxWide
.rdata:105D5D4C	00000011	C	m_flSmallBoxTall
.rdata:105D5D60	0000000D	C	SmallBoxTall
.rdata:105D5D70	00000010	C	m_iBoxDirection
.rdata:105D5D80	0000000D	C	BoxDirection
.rdata:105D5D90	0000000B	C	m_flBoxGap
.rdata:105D5D9C	00000007	C	BoxGap
.rdata:105D5DA4	00000018	C	m_flSelectionNumberXPos
.rdata:105D5DBC	00000014	C	SelectionNumberXPos
.rdata:105D5DD0	00000018	C	m_flSelectionNumberYPos
.rdata:105D5DE8	00000014	C	SelectionNumberYPos
.rdata:105D5DFC	0000000D	C	m_flIconXPos
.rdata:105D5E0C	00000009	C	IconXPos
.rdata:105D5E18	0000000D	C	m_flIconYPos
.rdata:105D5E28	00000009	C	IconYPos
.rdata:105D5E34	00000008	C	HudAmmo
.rdata:105D5E3C	0000000D	C	m_hAmmo1Font
.rdata:105D5E4C	0000000A	C	Ammo1Font
.rdata:105D5E58	0000000D	C	m_Ammo1Color
.rdata:105D5E68	0000000B	C	Ammo1Color
.rdata:105D5E74	0000000E	C	m_flAmmo1XPos
.rdata:105D5E84	0000000A	C	Ammo1XPos
.rdata:105D5E90	0000000E	C	m_flAmmo1YPos
.rdata:105D5EA0	0000000A	C	Ammo1YPos
.rdata:105D5EAC	0000000D	C	m_hAmmo2Font
.rdata:105D5EBC	0000000A	C	Ammo2Font
.rdata:105D5EC8	00000010	C	128 128 128 255
.rdata:105D5ED8	0000000E	C	m_flAmmo2XPos
.rdata:105D5EE8	0000000A	C	Ammo2XPos
.rdata:105D5EF4	0000000E	C	m_flAmmo2YPos
.rdata:105D5F04	0000000A	C	Ammo2YPos
.rdata:105D5F14	0000000D	C	m_flTextYPos
.rdata:105D5F24	00000009	C	TextYPos
.rdata:105D5F30	00000010	C	SelectionTextFg
.rdata:105D5F40	00000012	C	SelectionNumberFg
.rdata:105D5F54	0000000E	C	m_NumberColor
.rdata:105D5F64	0000000C	C	NumberColor
.rdata:105D5F70	00000014	C	SelectionEmptyBoxBg
.rdata:105D5F84	00000010	C	m_EmptyBoxColor
.rdata:105D5F94	0000000E	C	EmptyBoxColor
.rdata:105D5FA4	0000000F	C	SelectionBoxBg
.rdata:105D5FB4	00000009	C	BoxColor
.rdata:105D5FC0	00000017	C	SelectionSelectedBoxBg
.rdata:105D5FD8	00000013	C	m_SelectedBoxColor
.rdata:105D5FEC	00000010	C	SelectedBoxClor
.rdata:105D5FFC	00000019	C	m_flWeaponPickupGrowTime
.rdata:105D6018	00000012	C	SelectionGrowTime
.rdata:105D602C	00000009	C	TextScan
.rdata:105D6038	0000000C	C	m_iMaxSlots
.rdata:105D6044	00000009	C	MaxSlots
.rdata:105D6050	00000017	C	m_bPlaySelectionSounds
.rdata:105D6068	00000011	C	PlaySelectSounds
.rdata:105D607C	0000000F	C	m_flPulseAlpha
.rdata:105D608C	0000000C	C	pulse_alpha
.rdata:105D6098	00000016	C	m_iPrimaryWeaponsYPos
.rdata:105D60B0	00000013	C	PrimaryWeaponsYPos
.rdata:105D60C4	00000018	C	m_iPrimaryWeaponBoxWide
.rdata:105D60DC	00000015	C	PrimaryWeaponBoxWide
.rdata:105D60F4	00000018	C	m_iPrimaryWeaponBoxTall
.rdata:105D610C	00000015	C	PrimaryWeaponBoxTall
.rdata:105D6124	00000015	C	m_iPrimaryWeaponWide
.rdata:105D613C	00000012	C	PrimaryWeaponWide
.rdata:105D6150	00000015	C	m_iPrimaryWeaponTall
.rdata:105D6168	00000012	C	PrimaryWeaponTall
.rdata:105D617C	00000010	C	m_iMeleeWeaponX
.rdata:105D618C	0000000D	C	MeleeWeaponX
.rdata:105D619C	00000010	C	m_iMeleeWeaponY
.rdata:105D61AC	0000000D	C	MeleeWeaponY
.rdata:105D61BC	00000013	C	m_iMeleeWeaponWide
.rdata:105D61D0	00000010	C	MeleeWeaponWide
.rdata:105D61E0	00000013	C	m_iMeleeWeaponTall
.rdata:105D61F4	00000010	C	MeleeWeaponTall
.rdata:105D6204	0000000D	C	m_iChainsawX
.rdata:105D6214	0000000A	C	ChainsawX
.rdata:105D6220	0000000D	C	m_iChainsawY
.rdata:105D6230	0000000A	C	ChainsawY
.rdata:105D623C	00000010	C	m_iChainsawWide
.rdata:105D624C	0000000D	C	ChainsawWide
.rdata:105D625C	00000010	C	m_iChainsawTall
.rdata:105D626C	0000000D	C	ChainsawTall
.rdata:105D627C	00000010	C	m_iChainsawBarX
.rdata:105D628C	0000000D	C	ChainsawBarX
.rdata:105D629C	00000010	C	m_iChainsawBarY
.rdata:105D62AC	0000000D	C	ChainsawBarY
.rdata:105D62BC	00000013	C	m_iChainsawBarWide
.rdata:105D62D0	00000010	C	ChainsawBarWide
.rdata:105D62E0	00000013	C	m_iChainsawBarTall
.rdata:105D62F4	00000010	C	ChainsawBarTall
.rdata:105D6304	00000013	C	m_hPrimaryAmmoFont
.rdata:105D6318	00000010	C	PrimaryAmmoFont
.rdata:105D6328	0000000D	C	HudAmmoSmall
.rdata:105D6338	00000013	C	m_hReserveAmmoFont
.rdata:105D634C	00000010	C	ReserveAmmoFont
.rdata:105D635C	00000012	C	m_hPistolAmmoFont
.rdata:105D6370	0000000F	C	PistolAmmoFont
.rdata:105D6380	00000013	C	m_iPrimaryAmmoXPos
.rdata:105D6394	00000010	C	PrimaryAmmoXPos
.rdata:105D63A4	00000013	C	m_iPrimaryAmmoYPos
.rdata:105D63B8	00000010	C	PrimaryAmmoYPos
.rdata:105D63C8	00000013	C	m_iReserveAmmoXPos
.rdata:105D63DC	00000010	C	ReserveAmmoXPos
.rdata:105D63EC	00000013	C	m_iReserveAmmoYPos
.rdata:105D6400	00000010	C	ReserveAmmoYPos
.rdata:105D6410	0000000F	C	m_iM60AmmoXPos
.rdata:105D6420	0000000C	C	M60AmmoXPos
.rdata:105D6430	0000000F	C	m_iM60AmmoYPos
.rdata:105D6440	0000000C	C	M60AmmoYPos
.rdata:105D644C	00000010	C	m_iAmmoIconXPos
.rdata:105D645C	0000000D	C	AmmoIconXPos
.rdata:105D646C	00000010	C	m_iAmmoIconYPos
.rdata:105D647C	0000000D	C	AmmoIconYPos
.rdata:105D648C	00000010	C	m_iAmmoIconSize
.rdata:105D649C	0000000D	C	AmmoIconSize
.rdata:105D64AC	00000013	C	m_iSpecialAmmoXPos
.rdata:105D64C0	00000010	C	SpecialAmmoXPos
.rdata:105D64D0	00000013	C	m_iSpecialAmmoYPos
.rdata:105D64E4	00000010	C	SpecialAmmoYPos
.rdata:105D64F4	00000011	C	m_iPistolBoxWide
.rdata:105D6508	0000000E	C	PistolBoxWide
.rdata:105D6518	00000011	C	m_iPistolBoxTall
.rdata:105D652C	0000000E	C	PistolBoxTall
.rdata:105D653C	0000000E	C	m_iPistolWide
.rdata:105D654C	0000000B	C	PistolWide
.rdata:105D6558	00000017	C	m_flPrimaryBindingXPos
.rdata:105D6570	00000013	C	PrimaryBindingXPos
.rdata:105D6584	00000017	C	m_flPrimaryBindingYPos
.rdata:105D659C	00000013	C	PrimaryBindingYPos
.rdata:105D65B0	0000000D	C	m_flDPadXPos
.rdata:105D65C0	00000009	C	DPadXPos
.rdata:105D65CC	0000000D	C	m_flDPadYPos
.rdata:105D65DC	00000009	C	DPadYPos
.rdata:105D65E8	00000014	C	m_flRightSideIndent
.rdata:105D65FC	00000010	C	RightSideIndent
.rdata:105D660C	0000000D	C	m_flIconSize
.rdata:105D661C	00000009	C	IconSize
.rdata:105D6628	00000010	C	m_hBindingsFont
.rdata:105D6638	0000000D	C	BindingsFont
.rdata:105D6648	00000014	C	m_SelectedItemColor
.rdata:105D665C	00000012	C	SelectedItemColor
.rdata:105D6670	00000016	C	m_UnselectedItemColor
.rdata:105D6688	00000010	C	ActiveItemColor
.rdata:105D6698	0000001B	C	m_SelectedReserveAmmoColor
.rdata:105D66B4	00000019	C	SelectedReserveAmmoColor
.rdata:105D66D0	0000001D	C	m_UnselectedReserveAmmoColor
.rdata:105D66F0	0000001B	C	UnselectedReserveAmmoColor
.rdata:105D670C	00000010	C	100 100 100 255
.rdata:105D671C	00000018	C	m_InactiveItemSlotColor
.rdata:105D6734	00000012	C	InactiveItemColor
.rdata:105D6748	00000013	C	HudWeaponSelection
.rdata:105D675C	0000001F	C	Player.WeaponSelectionMoveSlot
.rdata:105D677C	00000018	C	sc_draw_inv_slot_glyphs
.rdata:105D6794	0000003C	C	Whether or not to draw Steam Input glyphs for weapon slots.
.rdata:105D67D4	00000011	C	CHudZombieHealth
.rdata:105D6BEC	00000010	C	HudZombieHealth
.rdata:105D6BFC	0000001C	C	terror\\hud\\zombiehealth.cpp
.rdata:105D6C18	00000021	C	Resource/UI/HUD/HunterHealth.res
.rdata:105D6C3C	00000021	C	Resource/UI/HUD/BoomerHealth.res
.rdata:105D6C60	00000021	C	Resource/UI/HUD/SmokerHealth.res
.rdata:105D6C84	00000021	C	Resource/UI/HUD/JockeyHealth.res
.rdata:105D6CA8	00000022	C	Resource/UI/HUD/SpitterHealth.res
.rdata:105D6CCC	00000022	C	Resource/UI/HUD/ChargerHealth.res
.rdata:105D6CF0	0000002B	C	Resource/UI/HUD/ZombieHealthLeft_Small.res
.rdata:105D6D1C	0000002B	C	Resource/UI/HUD/ZombieHealthLeft_Large.res
.rdata:105D6D4C	00000010	C	CHudZombiePanel
.rdata:105D6D5C	0000000B	C	TooFarText
.rdata:105D6D68	0000000B	C	tip_crouch
.rdata:105D6D74	0000000F	C	SurvivorsImage
.rdata:105D6D84	0000001C	C	resource/UI/ZombiePanel.res
.rdata:105D6DA0	00000009	C	tanktext
.rdata:105D6DAC	0000001B	C	#L4D_tank_take_control_tip
.rdata:105D6DC8	00000017	C	#L4D_tank_take_control
.rdata:105D6DE0	00000016	C	#L4D_tank_is_becoming
.rdata:105D6DF8	0000000A	C	tanktitle
.rdata:105D6E04	00000011	C	#L4D_tank_awoken
.rdata:105D6E18	0000000F	C	tip_tank_incap
.rdata:105D6E28	0000001B	C	terror\\hud\\zombiepanel.cpp
.rdata:105D6E44	00000008	C	UseBind
.rdata:105D6E4C	00000014	C	TooFarFromSurvivors
.rdata:105D6E60	0000000D	C	TankTakeover
.rdata:105D7274	00000013	C	debug_zombie_panel
.rdata:105D7288	0000002C	C	-1 = Too Far 1 = Tank 2 = Someone else tank
.rdata:105D72B8	00000016	C	CHudZombieTeamDisplay
.rdata:105D76D4	00000021	C	terror\\hud\\zombieteamdisplay.cpp
.rdata:105D76F8	00000015	C	m_iHorizPanelSpacing
.rdata:105D7710	00000012	C	HorizPanelSpacing
.rdata:105D7724	00000018	C	ZombieTeamDisplayPlayer
.rdata:105D773C	00000018	C	hud_zombieteam_showself
.rdata:105D7754	00000030	C	Show your own status in the zombie team display
.rdata:105D7788	0000001C	C	CHudZombieTeamDisplayPlayer
.rdata:105D7B5C	0000000C	C	PlayerImage
.rdata:105D7B68	00000013	C	SkullIconPlacement
.rdata:105D7B7C	0000000F	C	SpawnTimeLabel
.rdata:105D7B8C	0000000A	C	NameLabel
.rdata:105D7B98	0000001B	C	hud/ZombieTeamImage_Hunter
.rdata:105D7BB4	0000000B	C	icon_skull
.rdata:105D7BC0	0000002C	C	resource/UI/HUD/ZombieTeamDisplayPlayer.res
.rdata:105D7BEC	00000019	C	hud/ZombieTeamImage_Tank
.rdata:105D7C08	0000001C	C	hud/ZombieTeamImage_Charger
.rdata:105D7C24	0000001B	C	hud/ZombieTeamImage_Jockey
.rdata:105D7C40	0000001C	C	hud/ZombieTeamImage_Spitter
.rdata:105D7C5C	0000001B	C	hud/ZombieTeamImage_Smoker
.rdata:105D7C78	0000001B	C	hud/ZombieTeamImage_Boomer
.rdata:105D7C94	00000018	C	hud/GhostTeamImage_Tank
.rdata:105D7CAC	0000001B	C	hud/GhostTeamImage_Charger
.rdata:105D7CC8	0000001A	C	hud/GhostTeamImage_Jockey
.rdata:105D7CE4	0000001B	C	hud/GhostTeamImage_Spitter
.rdata:105D7D00	0000001A	C	hud/GhostTeamImage_Hunter
.rdata:105D7D1C	0000001A	C	hud/GhostTeamImage_Smoker
.rdata:105D7D38	0000001A	C	hud/GhostTeamImage_Boomer
.rdata:105D7D54	0000000F	C	hud_zombieteam
.rdata:105D7D64	00000025	C	Show infected team status on the HUD
.rdata:105D7D90	0000001B	C	CPersonalStatsSummaryPanel
.rdata:105D8174	0000000E	C	../console/%s
.rdata:105D8184	00000019	C	../console/%s_widescreen
.rdata:105D81A0	0000000F	C	MainBackground
.rdata:105D81B0	0000000A	C	SmallTown
.rdata:105D81BC	0000000C	C	TrainTracks
.rdata:105D81C8	00000006	C	rural
.rdata:105D81D0	00000011	C	UrbanUnderground
